name,gender,age,class,fare,group,joined,job,boat,survival
"BEDFORD, Mr William Barnet",0,31,Victualling,,,Southampton,Assistant Roast Cook,,0
"BEEDEM, Mr George Arthur",0,34,Victualling,,,Southampton,Bed Room Steward,,0
"BEERE, Mr William",0,19,Victualling,,,Southampton,Kitchen Porter,,0
"BENHAM, Mr Frederick",0,29,Victualling,,,Southampton,Saloon Steward,,0
"BENNETT, Mrs Mabel",1,30,Victualling,,,Southampton,Stewardess,,0
"BESSANT, Mr Edward William",0,31,Victualling,,,Southampton,Baggage Steward,,0
"BEST, Mr Alfred Edwin",0,38,Victualling,,,Belfast,Saloon Steward,,0
"BISHOP, Mr Walter Alexander",0,34,Victualling,,,Belfast,Bed Room Steward,,0
"BLISS, Mrs Emma",1,45,Victualling,,,Southampton,Stewardess,,0
"BOCHATAY, Mr Alexis Joseph",0,30,Victualling,,,Southampton,Chef,,0
"BOGIE, Mr Norman Leslie",0,29,Victualling,,,Southampton,Bed Room Steward,,0
"BOND, Mr William John",0,40,Victualling,,,Belfast,Bed Room Steward,,0
"BOOTHBY, Mr W.",0,36,Victualling,,,Southampton,Bed Room Steward,,0
"BOSTON, Mr William John",0,30,Victualling,,,Belfast,Deck Steward,,0
"BOUGHTON, Mr B.",0,24,Victualling,,,Southampton,Saloon Steward,,0
"BOYD, Mr John",0,35,Victualling,,,Southampton,Saloon Steward,,0
"BOYES, Mr John Henry",0,36,Victualling,,,Belfast,Saloon Steward,,0
"BRADSHAW, Mr J. A.",0,43,Victualling,,,Southampton,Plate Steward,,0
"BREWSTER, Mr George H.",0,48,Victualling,,,Belfast,Bed Room Steward,,0
"BRIDE, Mr Harold Sydney",0,22,Victualling,,,Belfast,Assistant Telegraphist,B,1
"BRISTOW, Mr Robert Charles",0,31,Victualling,,,Southampton,Steward,,0
"BRISTOW, Mr Harry",0,33,Victualling,,,Southampton,Saloon Steward,,0
"BROOKMAN, Mr John",0,27,Victualling,,,Southampton,Steward,,0
"BROOM, Mr H.",0,33,Victualling,,,Belfast,Bath Steward,,0
"BROOME, Mr Athol Frederick",0,30,Victualling,,,Southampton,Verandah Steward,,0
"BROWN, Mr Edward",0,34,Victualling,,,Belfast,Saloon Steward,,0
"BROWN, Mr Walter James",0,28,Victualling,,,Belfast,Saloon Steward,,0
"BUCKLEY, Mr H. E.",0,34,Victualling,,,Southampton,Assistant Vegetable Cook,,0
"BULL, Mr W.",0,30,Victualling,,,Southampton,Scullion,,0
"BULLEY, Mr Henry Ashburnham",0,21,Victualling,,,Southampton,Boots,,0
"BUNNELL, Mr Wilfred",0,20,Victualling,,,Belfast,Plate Steward,,0
"BURGESS, Mr Charles Reginald",0,18,Victualling,,,Southampton,Extra 3rd. Baker,,0
"BURKE, Mr Richard Edward",0,30,Victualling,,,Belfast,Lounge Steward,,0
"BURKE, Mr William",0,31,Victualling,,,Belfast,Saloon Steward,,0
"BURR, Mr Ewart Sydenham",0,29,Victualling,,,Southampton,Saloon Steward,,0
"BURRAGE, Mr A.",0,20,Victualling,,,Southampton,Plate Steward,13,1
"BUTT, Mr Robert Henry",0,21,Victualling,,,Southampton,Saloon Steward,,0
"BUTTERWORTH, Mr John",0,23,Victualling,,,Southampton,Saloon Steward,,0
"BYRNE, Mr J. E.",0,38,Victualling,,,Southampton,Bed Room Steward,,0
"CAMPBELL, Mr Donald S.",0,25,Victualling,,,Southampton,3rd Class Clerk,,0
"CARNEY, Mr William",0,31,Victualling,,,Southampton,Lift Steward,,0
"CARTWRIGHT, Mr James Edward",0,32,Victualling,,,Belfast,Saloon Steward,,0
"CASSWILL, Mr Charles",0,34,Victualling,,,Southampton,Saloon Steward,,0
"CATON, Miss Annie",1,33,Victualling,,,Southampton,Turkish Bath Stewardess,11,1
"CAUNT, Mr William Ewart",0,27,Victualling,,,Southampton,Grill Cook,,0
"CAVE, Mr Herbert",0,34,Victualling,,,Belfast,Saloon Steward,,0
"CECIL, Mr C.",0,20,Victualling,,,Southampton,Steward,,0
"CHAPMAN, Mr Joseph Charles",0,32,Victualling,,,Southampton,Boots,,0
"CHARMAN, Mr John",0,25,Victualling,,,Southampton,Saloon Steward,,0
"CHEVERTON, Mr William Edward",0,27,Victualling,,,Belfast,Saloon Steward,,0
"CHITTY, Mr Archibald George",0,28,Victualling,,,Southampton,Steward,,0
"CHITTY, Mr George Henry",0,52,Victualling,,,Southampton,Baker,,0
"CHRISTMAS, Mr H.",0,33,Victualling,,,Southampton,Assistant Saloon Steward,,0
"COLEMAN, Mr Albert Edward",0,28,Victualling,,,Southampton,Saloon Steward,,0
"COLGAN, Mr E. Joseph",0,33,Victualling,,,Southampton,Scullion,,0
"COLLINS, Mr John",0,17,Victualling,,,Southampton,Scullion,,0
"CONWAY, Mr P. W.",0,25,Victualling,,,Belfast,Saloon Steward,,0
"COOK, Mr George",0,32,Victualling,,,Southampton,Saloon Steward,,0
"COOMBS, Mr Augustus Charles",0,42,Victualling,,,Southampton,Cook,,0
"CORBEN, Mr Ernest Theodore",0,27,Victualling,,,Southampton,Assistant Printer Steward,,0
"COX, Mr William Denton",0,29,Victualling,,,Southampton,Steward,,0
"CRAFTER, Mr Frederick",0,27,Victualling,,,Southampton,Saloon Steward,,0
"CRAWFORD, Mr Alfred",0,36,Victualling,,,Belfast,Bed Room Steward,8,1
"CRISP, Mr Albert Hector",0,39,Victualling,,,Belfast,Saloon Steward,,0
"CRISPIN, Mr William",0,32,Victualling,,,Southampton,Glory Hole Steward,,0
"CROSBY, Mr J. Bertram",0,42,Victualling,,,Southampton,Turkish Bath Attendant,,0
"CROWE, Mr George Frederick",0,30,Victualling,,,Southampton,Saloon Steward,,0
"CRUMPLIN, Mr Charles",0,35,Victualling,,,Belfast,Bed Room Steward,,0
"CULLEN, Mr Charles",0,45,Victualling,,,Belfast,Bed Room Steward,,0
"CUNNINGHAM, Mr Andrew",0,35,Victualling,,,Belfast,Bed Room Steward,4,1
"DANIELS, Mr Sidney Edward",0,18,Victualling,,,Southampton,Steward,,0
"DASHWOOD, Mr William George",0,19,Victualling,,,Southampton,Saloon Steward,,0
"DAVIES, Mr Gordon Raleigh",0,33,Victualling,,,Belfast,Bed Room Steward,,0
"DAVIES, Mr John James",0,27,Victualling,,,Belfast,Extra 2nd Baker,,0
"DAVIES, Mr Robert J.",0,26,Victualling,,,Belfast,Saloon Steward,,0
"DEAN, Mr George H.",0,19,Victualling,,,Southampton,Assistant Saloon Steward,,0
"DEEBLE, Mr Alfred Arnold",0,29,Victualling,,,Belfast,Saloon Steward,,0
"DERRETT, Mr Albert",0,26,Victualling,,,Belfast,Saloon Steward,,0
"DESLANDS, Mr Percival Stainer",0,36,Victualling,,,Southampton,Saloon Steward,,0
"DINENAGE, Mr James Richard",0,49,Victualling,,,Southampton,Saloon Steward,,0
"DODD, Mr George Charles",0,44,Victualling,,,Belfast,Steward,,0
"DOLBY, Mr Joseph",0,36,Victualling,,,Belfast,Reception Room Steward,,0
"DONOGHUE, Mr Frank (?Thomas)",0,35,Victualling,,,Belfast,Bed Room Steward,,0
"DOUGHTY, Mr W.",0,22,Victualling,,,Southampton,Saloon Steward,,0
"DUNFORD, Mr William",0,41,Victualling,,,Southampton,Hospital Steward,,0
"DYER, Mr William",0,31,Victualling,,,Southampton,Saloon Steward,,0
"EDBROOKE, Mr F.",0,24,Victualling,,,Southampton,Steward,,0
"EDE, Mr George B.",0,22,Victualling,,,Southampton,Steward,,0
"EDGE, Mr Frederick William",0,39,Victualling,,,Southampton,Deck Steward,,0
"EDWARDS, Mr Clement",0,39,Victualling,,,Southampton,Assistant Pantryman Steward,,0
"EGG, Mr W. H.",0,34,Victualling,,,Southampton,Steward,,0
"ELLIS, Mr John Bertram",0,30,Victualling,,,Southampton,Assistant Vegetable Cook,2,1
"ENNIS, Mr Walter",0,35,Victualling,,,Southampton,Turkish Bath Attendant,,0
"ETCHES, Mr Henry Samuel",0,41,Victualling,,,Belfast,Bed Room Steward,5,1
"EVANS, Mr George Richard",0,27,Victualling,,,Belfast,Saloon Steward,,0
"FAIRALL, Mr Henry",0,38,Victualling,,,Belfast,Saloon Steward,,0
"FARRENDEN, Mr Ernest John",0,22,Victualling,,,Belfast,Confectioner,,0
"FAULKNER, Mr William Stephen",0,37,Victualling,,,Belfast,Bed Room Steward,11,1
"FELLOWES, Mr Alfred J.",0,29,Victualling,,,Belfast,Boots,,0
"FELTHAM, Mr G.",0,36,Victualling,,,Southampton,Vienna Baker,,0
"FINCH, Mr Harry",0,18,Victualling,,,Southampton,Steward,,0
"FLETCHER, Mr Peter W.",0,26,Victualling,,,Belfast,Bugler Steward,,0
"FOLEY, Mr William C.",0,26,Victualling,,,Southampton,Steward,,0
"FORD, Mr Ernest",0,32,Victualling,,,Southampton,Steward,,0
"FORD, Mr F.",0,37,Victualling,,,Southampton,Bed Room Steward,,0
"FOX, Mr William Thomas",0,27,Victualling,,,Southampton,Steward,,0
"FRANKLIN, Mr Alan Vincent",0,29,Victualling,,,Southampton,Saloon Steward,,0
"FREEMAN, Mr Ernest Edward Samuel",0,43,Victualling,,,Belfast,Deck Steward,,0
"GEDDES, Mr Richard Charles",0,31,Victualling,,,Southampton,Bed Room Steward,,0
"GIBBONS, Mr Jacob William",0,36,Victualling,,,Southampton,Saloon Steward,,0
"GILES, Mr John Robert",0,33,Victualling,,,Southampton,Baker,,0
"GILL, Mr Joseph Stanley",0,34,Victualling,,,Belfast,Bed Room Steward,,0
"GILL, Mr Patrick",0,38,Victualling,,,Southampton,Ship's Cook,,0
"GOLD, Mrs Katherine",1,42,Victualling,,,Southampton,Stewardess,,0
"GOLLOP, Mr F.",0,28,Victualling,,,Southampton,Assistant Passage Cook,,0
"GOSHAWK, Mr Arthur James",0,31,Victualling,,,Belfast,3rd Saloon Steward,,0
"GREGSON, Miss Mary",1,44,Victualling,,,Southampton,Stewardess,,0
"GUNN, Mr Joseph Alfred",0,28,Victualling,,,Southampton,Assistant Saloon Steward,,0
"GUY, Mr Edward John",0,28,Victualling,,,Southampton,Boots,,0
"GWYNN, Mr William Logan",0,37,Victualling,,Postal Clerk,Southampton,Postal Clerk,,0
"HALFORD, Mr Richard",0,22,Victualling,,,Southampton,Steward,,0
"HALL, Mr F. A. J.",0,38,Victualling,,,Southampton,Scullion,,0
"HAMBLYN, Mr Ernest William",0,41,Victualling,,,Southampton,Bed Room Steward,,0
"HAMILTON, Mr Ernest",0,25,Victualling,,,Belfast,Assistant Smoke Room Steward,,0
"HARDING, Mr A.",0,20,Victualling,,,Southampton,Assistant Pantry Steward,,0
"HARDWICK, Mr Reginald",0,21,Victualling,,,Southampton,Kitchen Porter,11,1
"HARDY, Mr John T.",0,37,Victualling,,,Belfast,Chief 2nd Class Steward,D,1
"HARRIS, Mr Charles William",0,19,Victualling,,,Southampton,Saloon Steward,,0
"HARRIS, Mr Clifford Henry",0,16,Victualling,,,Southampton,Bell Boy,,0
"HARRIS, Mr Edward",0,18,Victualling,,,Southampton,Assistant Pantryman Steward,,0
"HARRISON, Mr Aragon Drummond",0,40,Victualling,,,Southampton,Saloon Steward,,0
"HART, Mr John Edward",0,31,Victualling,,,Southampton,Steward,,0
"HARTNELL, Mr Frederick",0,21,Victualling,,,Southampton,Saloon Steward,,0
"HATCH, Mr Hugh",0,23,Victualling,,,Southampton,Scullion,,0
"HAWKESWORTH, Mr James",0,38,Victualling,,,Southampton,Saloon Steward,,0
"HAWKESWORTH, Mr William Walter",0,43,Victualling,,,Southampton,Deck Steward,,0
"HAYTER, Mr Arthur",0,44,Victualling,,,Belfast,Bed Room Steward,,0
"HEINEN, Mr Joseph",0,30,Victualling,,,Southampton,Saloon Steward,,0
"HENDY, Mr Edward Martin",0,38,Victualling,,,Belfast,Saloon Steward,,0
"HENSFORD, Mr Herbert George",0,27,Victualling,,,Southampton,Butcher,,0
"HEWETT, Mr Thomas",0,37,Victualling,,,Belfast,Bed Room Steward,,0
"HILL, Mr H. P.",0,36,Victualling,,,Southampton,Steward,,0
"HILL, Mr James Colston",0,38,Victualling,,,Belfast,Bed Room Steward,,0
"HINCKLEY, Mr George",0,35,Victualling,,,Southampton,Bath Steward,,0
"HINE, Mr William Edward",0,36,Victualling,,,Southampton,Baker,,0
"HISCOCK, Mr S.",0,22,Victualling,,,Southampton,Plate Steward,,0
"HOARE, Mr Leonard James",0,16,Victualling,,,Belfast,Saloon Steward,,0
"HOGG, Mr Charles William",0,37,Victualling,,,Southampton,Bed Room Steward,,0
"HOGUE, Mr E.",0,22,Victualling,,,Southampton,Plate Steward,,0
"HOLLAND, Mr Thomas",0,28,Victualling,,,Belfast,Reception Steward,,0
"HOLLOWAY, Mr Sidney",0,20,Victualling,,,Southampton,Clothes Presser,,0
"HOPKINS, Mr F.",0,16,Victualling,,,Southampton,Plate Steward,,0
"HOUSE, Mr William",0,38,Victualling,,,Belfast,Saloon Steward,,0
"HOWELL, Mr Arthur Albert",0,31,Victualling,,,Belfast,Saloon Steward,,0
"HUGHES, Mr William Thomas",0,36,Victualling,,,Southampton,Steward,,0
"HUMBY, Mr Frederick",0,16,Victualling,,,Southampton,Plate Steward,,0
"HUMPHREYS, Mr Thomas Humphrey",0,31,Victualling,,,Southampton,Assistant Saloon Steward,,0
"HUTCHINSON, Mr James",0,28,Victualling,,,Southampton,Vegetable. Cook,,0
"HYLAND, Mr Leo James",0,19,Victualling,,,Southampton,Steward,11,1
"IDE, Mr Harry John",0,32,Victualling,,,Southampton,Bed Room Steward,,0
"INGROUILLE, Mr Henry",0,21,Victualling,,,Southampton,Steward,,0
"INGS, Mr William Ernest",0,20,Victualling,,,Southampton,Scullion,,0
"JACKSON, Mr Cecil",0,22,Victualling,,,Belfast,Boots,,0
"JANAWAY, Mr William Frank",0,35,Victualling,,,Belfast,Bed Room Steward,,0
"JENNER, Mr Harry",0,41,Victualling,,,Belfast,Saloon Steward,,0
"JENSEN, Mr Charles Valdemar",0,25,Victualling,,,Southampton,Saloon Steward,,0
"JESSOP, Miss Violet Constance",1,24,Victualling,,,Southampton,Stewardess,,0
"JOHNSON THORNE, Mr Harry",0,25,Victualling,,,Southampton,Assistant Ship's Cook,,0
"JOHNSTON, Mr James",0,41,Victualling,,,Belfast,Saloon Steward,2,1
"JONES, Mr Albert",0,17,Victualling,,,Southampton,Saloon Steward,,0
"JONES, Mr Arthur Ernest",0,38,Victualling,,,Southampton,Plate Steward,,0
"JONES, Mr H.",0,29,Victualling,,,Southampton,Roast Cook,,0
"JONES, Mr Reginald V.",0,20,Victualling,,,Southampton,Saloon Steward,,0
"JOUGHIN, Mr Charles John",0,32,Victualling,,,Belfast,Chief Baker,B,1
"KEEN, Mr Percy Edward",0,28,Victualling,,,Southampton,Saloon Steward,,0
"KELLAND, Mr Thomas",0,21,Victualling,,,Southampton,Library Steward,,0
"KENNELL, Mr Charles",0,30,Victualling,,,Southampton,Hebrew Cook,,0
"KERLEY, Mr William Thomas",0,28,Victualling,,,Southampton,Assistant Saloon Steward,,0
"KETCHLEY, Mr Henry",0,30,Victualling,,,Belfast,Saloon Steward,,0
"KIERAN, Mr James W.",0,32,Victualling,,,Southampton,Chief 3rd Class Steward,,0
"KIERAN, Mr Michael",0,31,Victualling,,,Southampton,Storekeeper,,0
"KING, Mr Alfred",0,18,Victualling,,,Southampton,Lift Steward,,0
"KING, Mr Ernest Waldron",0,28,Victualling,,,Southampton,Clerk,,0
"KING, Mr G.",0,20,Victualling,,,Southampton,Scullion,,0
"KINGSCOTE, Mr William Ford",0,42,Victualling,,,Southampton,Saloon Steward,,0
"KIRKALDY, Mr Thomas",0,39,Victualling,,,Southampton,Bed Room Steward,,0
"KITCHING, Mr Arthur Alfred",0,30,Victualling,,,Southampton,Saloon Steward,,0
"KLEIN, Mr Herbert",0,33,Victualling,,,Southampton,Barber,,0
"KNIGHT, Mr George",0,44,Victualling,,,Southampton,Saloon Steward,,0
"KNIGHT, Mr Leonard George",0,21,Victualling,,,Southampton,Steward,,0
"LACEY, Mr Bert W.",0,21,Victualling,,,Southampton,Assistant Saloon Steward,,0
"LAKE, Mr William",0,35,Victualling,,,Belfast,Saloon Steward,,0
"LANE, Mr Albert Edward",0,34,Victualling,,,Southampton,Saloon Steward,,0
"LATIMER, Mr Andrew L",0,55,Victualling,,,Belfast,Chief Steward,,0
"LAVINGTON, Miss Bessie",1,38,Victualling,,,Southampton,Stewardess,,0
"LAWRENCE, Mr Arthur",0,35,Victualling,,,Belfast,Saloon Steward,,0
"LEADER, Mr Archie",0,22,Victualling,,,Southampton,Confectioner,,0
"LEATHER, Mrs Elizabeth May",1,41,Victualling,,,Southampton,Stewardess,,0
"LEFEBVRE, Mr Paul Georges",0,35,Victualling,,,Southampton,Saloon Steward,,0
"LEONARD, Mr Matthew",0,26,Victualling,,,Belfast,Steward,,0
"LEVETT, Mr George Alfred",0,21,Victualling,,,Belfast,Assistant Pantryman Steward,,0
"LEWIS, Mr Arthur Ernest Read",0,27,Victualling,,,Southampton,Steward,,0
"LIGHT, Mr C.",0,23,Victualling,,,Southampton,Plate Steward,,0
"LITTLEJOHN, Mr Alexander James",0,40,Victualling,,,Belfast,Saloon Steward,,0
"LLOYD, Mr Humphrey",0,32,Victualling,,,Belfast,Saloon Steward,,0
"LOCKE, Mr A.",0,33,Victualling,,,Southampton,Scullion,,0
"LONGMUIR, Mr John Dickson",0,19,Victualling,,,Southampton,Assistant Pantry Steward,,0
"LOVELL, Mr John",0,38,Victualling,,,Southampton,Grill Cook,,0
"LUCAS, Mr William",0,34,Victualling,,,Belfast,Saloon Steward,A,1
"LYDIATT, Mr Charles",0,38,Victualling,,,Southampton,Saloon Steward,,0
"MABEY, Mr J.",0,23,Victualling,,,Southampton,Steward,,0
"MACKAY, Mr Charles Donald",0,34,Victualling,,,Belfast,Saloon Steward,11,1
"MACKIE, Mr George William",0,34,Victualling,,,Southampton,Bed Room Steward,,0
"MAJOR, Mr Thomas Edgar",0,35,Victualling,,,Belfast,Bath Steward,,0
"MANTLE, Mr Roland Frederick",0,36,Victualling,,,Southampton,Steward,,0
"MARCH, Mr John Starr",0,50,Victualling,,Postal Clerk,Southampton,Postal Clerk,,0
"MARKS, Mr J.",0,26,Victualling,,,Southampton,Assistant Pantryman Steward,,0
"MARRIOTT, Mr J. W.",0,20,Victualling,,,Southampton,Assistant Pantryman Steward,,0
"MARSDEN, Miss Evelyn",1,28,Victualling,,,Southampton,Stewardess,16,1
"MARTIN, Mrs Annie",1,33,Victualling,,,Southampton,Stewardess,,0
"MARTIN, Mr F.",0,29,Victualling,,,Southampton,Scullion,,0
"MAYNARD, Mr Isaac Hiram",0,31,Victualling,,,Belfast,Entre Cook,B,1
"MAYTUM, Mr Alfred",0,52,Victualling,,,Belfast,Chief Butcher,,0
"MCCARTHY, Mr Frederick J.",0,36,Victualling,,,Southampton,Bed Room Steward,,0
"MCCAWLEY, Mr Thomas W.",0,36,Victualling,,,Belfast,Gymnasium Steward,,0
"MCELROY, Mr Hugh Walter",0,37,Victualling,,,Southampton,Purser,,0
"MCGRADY, Mr James",0,27,Victualling,,,Southampton,Saloon Steward,,0
"MCLAREN, Mrs",1,40,Victualling,,,Southampton,Stewardess,,0
"MCMICKEN, Mr Arthur",0,23,Victualling,,,Belfast,Saloon Steward,11,1
"MCMICKEN, Mr Benjamin Tucker",0,21,Victualling,,,Belfast,Second Pantry Steward,,0
"MCMULLIN, Mr James",0,32,Victualling,,,Belfast,Saloon Steward,,0
"MCMURRAY, Mr William Ernest",0,43,Victualling,,,Belfast,Bed Room Steward,,0
"MELLOR, Mr Arthur",0,34,Victualling,,,Southampton,Saloon Steward,,0
"MIDDLETON, Mr M. V.",0,24,Victualling,,,Southampton,Saloon Steward,,0
"MILLS, Mr Christopher",0,51,Victualling,,,Southampton,Butcher,,0
"MISHELLAMY, Mr Abraham",0,52,Victualling,,,Belfast,Printer Steward,,0
"MOORE, Mr Alfred Ernest",0,39,Victualling,,,Southampton,Saloon Steward,,0
"MORGAN (BIRD), Mr Charles Frederick",0,42,Victualling,,,Southampton,Assistant Storekeeper,,0
"MORRIS, Mr Frank Herbert",0,28,Victualling,,,Belfast,Bath Room Steward,14,1
"MOSS, Mr William",0,34,Victualling,,,Belfast,1st. Saloon Steward,,0
"MULLEN, Mr Thomas A.",0,20,Victualling,,,Southampton,Steward,,0
"M?LLER, Mr L.",0,36,Victualling,,,Southampton,Interpreter Steward,,0
"NEAL, Mr Henry",0,25,Victualling,,,Southampton,Baker,,0
"NICHOLLS, Mr Sidney",0,39,Victualling,,,Southampton,Saloon Steward,,0
"NICHOLS, Mr A.D.",0,34,Victualling,,,Southampton,Steward,,0
"NICHOLS, Mr Walter Henry",0,35,Victualling,,,Southampton,Assistant Saloon Steward,,0
"O'CONNOR, Mr Thomas Peter",0,39,Victualling,,,Belfast,Bed Room Steward,,0
"OLIVE, Mr Ernest Roskelly",0,28,Victualling,,,Southampton,Clothes Presser Steward,,0
"ORPET, Mr Walter Hayward",0,31,Victualling,,,Southampton,Saloon Steward,,0
"ORR, Mr J.",0,40,Victualling,,,Southampton,Assistant Vegetable Cook,,0
"OSBORNE, Mr William Edward",0,32,Victualling,,,Belfast,Saloon Steward,,0
"OWEN, Mr Lewis",0,49,Victualling,,,Southampton,Assistant Saloon Steward,,0
"PACEY, Mr Reginald lvan",0,17,Victualling,,,Southampton,Lift Steward,,0
"PAINTIN, Mr James Arthur",0,29,Victualling,,,Southampton,Captain's Steward (Tiger),,0
"PARSONS, Mr Edward",0,35,Victualling,,,Southampton,Chief Storekeeper,,0
"PARSONS, Mr Richard",0,18,Victualling,,,Southampton,Saloon Steward,,0
"PEARCE, Mr Alfred Emest",0,24,Victualling,,,Southampton,Steward,,0
"PEARCEY, Mr Albert Victor",0,32,Victualling,,,Southampton,Steward,,0
"PENNAL, Mr Thomas Francis",0,33,Victualling,,,Southampton,Bath Steward,,0
"PENNY, Mr William Farr",0,30,Victualling,,,Southampton,Assistant Saloon Steward,,0
"PENROSE, Mr John Poole",0,49,Victualling,,,Belfast,Bed Room Steward,,0
"PERKINS, Mr Laurence Alexander",0,22,Victualling,,,Southampton,Telephone Steward,,0
"PERRIN, Mr William Charles",0,39,Victualling,,,Southampton,Boots,,0
"PERRITON, Mr Hubert Prouse",0,31,Victualling,,,Southampton,Saloon Steward,,0
"PETTY, Mr Edwin Henry",0,25,Victualling,,,Southampton,Bed Room Steward,,0
"PFROPPER, Mr Richard",0,30,Victualling,,,Southampton,Saloon Steward,,0
"PHILLIMORE, Mr Harold Charles William",0,23,Victualling,,,Belfast,Saloon Steward,14,1
"PHILLIPS, Mr John George",0,25,Victualling,,,Belfast,Telegraphist,,0
"PLATT, Mr W.",0,18,Victualling,,,Southampton,Scullion,,0
"POOK, Mr P.",0,34,Victualling,,,Southampton,Assistant Pantry,,0
"PORT, Mr Frank",0,22,Victualling,,,Southampton,Steward,,0
"PORTEUS, Mr Thomas",0,32,Victualling,,,Southampton,Butcher,,0
"PRENTICE, Mr Frank Winnold",0,22,Victualling,,,Southampton,Storekeeper,,0
"PRICHARD, Mrs Alice",1,33,Victualling,,,Southampton,Stewardess,,0
"PRIDEAUX, Mr John ""Jack"" Arthur",0,23,Victualling,,,Southampton,Steward,,0
"PRIOR, Mr Harold John",0,21,Victualling,,,Southampton,Steward,,0
"PROCTOR, Mr Charles",0,40,Victualling,,,Belfast,Chef,,0
"PRYCE, Mr Charles William",0,22,Victualling,,,Southampton,Saloon Steward,,0
"PUGH, Mr Alfred",0,20,Victualling,,,Southampton,Steward,,0
"PUSEY, Mr John E.",0,35,Victualling,,,Belfast,Saloon Steward,,0
"RANDALL, Mr Frank Henry",0,29,Victualling,,,Southampton,Saloon Steward,,0
"RANSOM, Mr James",0,33,Victualling,,,Belfast,Saloon Steward,,0
"RATTONBURY, Mr William Henry",0,36,Victualling,,,Belfast,Boots,,0
"RAY, Mr Frederick Dent",0,32,Victualling,,,Belfast,Saloon Steward,13,1
"REED, Mr Charles S.",0,43,Victualling,,,Southampton,Bed Room Steward,,0
"REVELL, Mr William",0,31,Victualling,,,Belfast,Saloon Steward,,0
"RICE, Mr John Reginald",0,25,Victualling,,,Southampton,Clerk,,0
"RICE, Mr Percy",0,19,Victualling,,,Southampton,Steward,,0
"RICKS, Mr Cyril G.",0,23,Victualling,,,Southampton,Storekeeper,,0
"RIDOUT, Mr W.",0,29,Victualling,,,Southampton,Saloon Steward,,0
"RIMMER, Mr Gilbert",0,27,Victualling,,,Southampton,Saloon Steward,,0
"ROBERTON, Mr George Edward",0,19,Victualling,,,Southampton,Assistant Saloon Steward,,0
"ROBERTS, Mrs Mary Kezziah",1,41,Victualling,,,Southampton,Stewardess,,0
"ROBERTS, Mr Frederick (Frank John?)",0,36,Victualling,,,Belfast,Third Butcher,,0
"ROBERTS, Mr Hugh H.",0,40,Victualling,,,Belfast,Bed Room Steward,,0
"ROBINSON, Mrs Annie",1,40,Victualling,,,Southampton,Stewardess,11,1
"ROBINSON, Mr James William",0,30,Victualling,,,Southampton,Saloon Steward,,0
"ROGERS, Mr Edward James William",0,32,Victualling,,,Southampton,Assistant Storekeeper,,0
"ROGERS, Mr Michael",0,27,Victualling,,,Southampton,Saloon Steward,,0
"ROSS, Mr Horace Leopold",0,36,Victualling,,,Southampton,Scullion,,0
"ROWE, Mr Edward M.",0,31,Victualling,,,Belfast,Saloon Steward,,0
"RULE, Mr Samuel James",0,58,Victualling,,,Belfast,Bath Room Steward,,0
"RUSSELL, Mr Boysie Richard",0,17,Victualling,,,Southampton,Saloon Steward,,0
"RYAN, Mr Tom",0,27,Victualling,,,Southampton,Steward,,0
"RYERSON, Mr William Edwy",0,32,Victualling,,,Southampton,Saloon Steward,,0
"SAMUEL, Mr Owen Wilmore",0,41,Victualling,,,Southampton,Saloon Steward,,0
"SAUNDERS, Mr D. E.",0,26,Victualling,,,Southampton,Saloon Steward,,0
"SAVAGE, Mr Charles J.",0,23,Victualling,,,Southampton,Steward,,0
"SCOTT, Mr John",0,21,Victualling,,,Southampton,Boots,,0
"SCOVELL, Mr Robert",0,42,Victualling,,,Southampton,Saloon Steward,,0
"SEDUNARY, Mr Sidney Francis",0,25,Victualling,,,Southampton,Steward,,0
"SEWARD, Mr Wilfred Deable",0,25,Victualling,,,Southampton,Chief Pantry Steward,,0
"SHAW, Mr Henry",0,39,Victualling,,,Southampton,Kitchen Porter,,0
"SHEA, Mr John",0,39,Victualling,,,Belfast,Saloon Steward,,0
"SIEBERT, Mr Sidney Conrad",0,29,Victualling,,,Belfast,Bed Room Steward,4,1
"SIMMONS, Mr Alfred (Andrew)",0,31,Victualling,,,Southampton,Scullion,,0
"SIMMONS, Mr Frederick C.",0,25,Victualling,,,Southampton,Saloon Steward,,0
"SIMMONS, Mr W.",0,32,Victualling,,,Southampton,Passage Cook,,0
"SIVIER, Mr William",0,23,Victualling,,,Southampton,Steward,,0
"SKINNER, Mr Edward",0,33,Victualling,,,Belfast,Saloon Steward,,0
"SLIGHT, Mr Harry John",0,35,Victualling,,,Southampton,Steward,,0
"SLIGHT, Mr William H.",0,37,Victualling,,,Belfast,Larder Cook,,0
"SLOAN, Miss Mary",1,28,Victualling,,,Southampton,Stewardess,,0
"SLOCOMBE, Mrs Maud (n?e Waldon)",1,30,Victualling,,,Southampton,Turkish Bath Stewardess,,0
"SMILLIE, Mr John",0,29,Victualling,,,Belfast,Saloon Steward,,0
"SMITH, Mr Charles",0,38,Victualling,,,Southampton,Kitchen Porter,,0
"SMITH, Mr Charles Edwin",0,38,Victualling,,,Southampton,Bed Room Steward,,0
"SMITH, Mr F.",0,20,Victualling,,,Belfast,Assistant Pantryman Steward,,0
"SMITH, Mr J.",0,24,Victualling,,,Southampton,Baker,,0
